,Fault Code,Device #,Wire #,"Custom
Text",Fault Text,Extended Description,PLC Tag,HMI Display,HMI,,,"Fault Tested
Initials & Date"
,F318,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.29",,Lamps.Input.On_Flt.29,"F318   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.29",Lamps.Input.On_Flt,30,,
,F319,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.30",,Lamps.Input.On_Flt.30,"F319   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.30",Lamps.Input.On_Flt,31,,
,F320,,,,"Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.31",,Lamps.Input.On_Flt.31,"F320   Spare Fault Message
PLC Tag: Lamps.Input.On_Flt.31",Lamps.Input.On_Flt,32,,
"Pwr_Mon

Power Systems Monitoring",,,,,,,,,,,,
,F321,G6,1223,,Phase Monitor (Main 480VAC Power) Not Ok,480VAC Phase Monitoring Relay detected a problem with the main power supply. Check the main disconnect is in the On position.,Pwr_Mon.Input.Off_Flt.0,"F321   Phase Monitor (Main 480VAC Power) Not Ok
Device G6     Wire # 1223",Pwr_Mon.Input.Off_Flt,1,,
,F322,D4-2,3163,,"24VDC Power Distribution Not Ok
Murr Power Module","The 24VDC power distribution indicates a problem. 
This module is located in the main enclosure.
This fault will occur if either DM Blower is turned off.
Please check the power supply and wiring for short circuits.",Pwr_Mon.Input.Off_Flt.1,"F322   24VDC Power Distribution Not Ok
Murr Power Module
Device D4-2     Wire # 3163",Pwr_Mon.Input.Off_Flt,2,,
,F323,N1,3032,,12VDC Power Supply Not Ok,"The 12VDC power distribution indicates a problem. 
This module is located in the main enclosure.
Please check the power supply and wiring for short circuits.

This may also cause faults for the Spec and Vis camera breakers",Pwr_Mon.Input.Off_Flt.2,"F323   12VDC Power Supply Not Ok
Device N1     Wire # 3032",Pwr_Mon.Input.Off_Flt,3,,
,F324,G3a-4,2173,Breaker R4-1,Heat Exchanger Cooling Fans Circuit Breaker Not Ok,"The breaker is not in the On position. Check that the circuit breaker is in the On position and has not been tripped.
Check for short circuits if the issue persists.",Pwr_Mon.Input.Off_Flt.3,"F324   Heat Exchanger Cooling Fans Circuit Breaker Not Ok
Device G3a-4     Wire # 2173     Breaker R4-1",Pwr_Mon.Input.Off_Flt,4,,
,F325,R3a-1,2133,Breaker R3,UPS Secondary Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.4,"F325   UPS Secondary Circuit Breaker Not Ok
Device R3a-1     Wire # 2133     Breaker R3",Pwr_Mon.Input.Off_Flt,5,,
,F326,G3a-1,1306,Breaker G3-2,Lamps Power Supply Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.5,"F326   Lamps Power Supply Circuit Breaker Not Ok
Device G3a-1     Wire # 1306     Breaker G3-2",Pwr_Mon.Input.Off_Flt,6,,
,F327,G3a-2,1486,Breaker G7,Transformer Primary Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.6,"F327   Transformer Primary Circuit Breaker Not Ok
Device G3a-2     Wire # 1486     Breaker G7",Pwr_Mon.Input.Off_Flt,7,,
,F328,G3a-3,1479,Breaker R1,Transformer Secondary Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.7,"F328   Transformer Secondary Circuit Breaker Not Ok
Device G3a-3     Wire # 1479     Breaker R1",Pwr_Mon.Input.Off_Flt,8,,
,F329,G3a-5,2307,Breaker R7-1,PC Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.8,"F329   PC Circuit Breaker Not Ok
Device G3a-5     Wire # 2307     Breaker R7-1",Pwr_Mon.Input.Off_Flt,9,,
,F330,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.9",,Pwr_Mon.Input.Off_Flt.9,"F330   Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.9",Pwr_Mon.Input.Off_Flt,10,,
,F331,G2b-1,1072,Breaker G2a-1,Conveyor 1 VFD Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.10,"F331   Conveyor 1 VFD Circuit Breaker Not Ok
Device G2b-1     Wire # 1072     Breaker G2a-1",Pwr_Mon.Input.Off_Flt,11,,
,F332,G2b-2,1132,Breaker G2a-2,Conveyor 2 VFD Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.11,"F332   Conveyor 2 VFD Circuit Breaker Not Ok
Device G2b-2     Wire # 1132     Breaker G2a-2",Pwr_Mon.Input.Off_Flt,12,,
,F333,G2b-3,1192,Breaker G2a-3,Conveyor 3 VFD Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.12,"F333   Conveyor 3 VFD Circuit Breaker Not Ok
Device G2b-3     Wire # 1192     Breaker G2a-3",Pwr_Mon.Input.Off_Flt,13,,
,F334,Q3-1,8082,Breaker Q2-1,Halogen Lamp # 1 Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.13,"F334   Halogen Lamp # 1 Circuit Breaker Not Ok
Device Q3-1     Wire # 8082     Breaker Q2-1",Pwr_Mon.Input.Off_Flt,14,,
,F335,Q3-2,8092,Breaker Q2-2,Halogen Lamp # 2 Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.14,"F335   Halogen Lamp # 2 Circuit Breaker Not Ok
Device Q3-2     Wire # 8092     Breaker Q2-2",Pwr_Mon.Input.Off_Flt,15,,
,F336,Q3-3,8102,Breaker Q2-3,Halogen Lamp # 3 Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.15,"F336   Halogen Lamp # 3 Circuit Breaker Not Ok
Device Q3-3     Wire # 8102     Breaker Q2-3",Pwr_Mon.Input.Off_Flt,16,,
,F337,Q3-4,8112,Breaker Q2-4,Halogen Lamp # 4 Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.16,"F337   Halogen Lamp # 4 Circuit Breaker Not Ok
Device Q3-4     Wire # 8112     Breaker Q2-4",Pwr_Mon.Input.Off_Flt,17,,
,F338,Q3-5,8122,Breaker Q2-5,Halogen Lamp # 5 Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.17,"F338   Halogen Lamp # 5 Circuit Breaker Not Ok
Device Q3-5     Wire # 8122     Breaker Q2-5",Pwr_Mon.Input.Off_Flt,18,,
,F339,Q3-6,8132,Breaker Q2-6,Halogen Lamp # 6 Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.18,"F339   Halogen Lamp # 6 Circuit Breaker Not Ok
Device Q3-6     Wire # 8132     Breaker Q2-6",Pwr_Mon.Input.Off_Flt,19,,
,F340,Q3-7,8142,Breaker Q2-7,Halogen Lamp # 7 Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.19,"F340   Halogen Lamp # 7 Circuit Breaker Not Ok
Device Q3-7     Wire # 8142     Breaker Q2-7",Pwr_Mon.Input.Off_Flt,20,,
,F341,Q3-8,8152,Breaker Q2-8,Halogen Lamp # 8 Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.20,"F341   Halogen Lamp # 8 Circuit Breaker Not Ok
Device Q3-8     Wire # 8152     Breaker Q2-8",Pwr_Mon.Input.Off_Flt,21,,
,F342,D4a-1,8276,Breaker D4a-1 CH1,Spec 1 Camera Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.21,"F342   Spec 1 Camera Circuit Breaker Not Ok
Device D4a-1     Wire # 8276     Breaker D4a-1 CH1",Pwr_Mon.Input.Off_Flt,22,,
,F343,D4a-1,8286,Breaker D4a-1 CH2,Vis 1 Camera Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.22,"F343   Vis 1 Camera Circuit Breaker Not Ok
Device D4a-1     Wire # 8286     Breaker D4a-1 CH2",Pwr_Mon.Input.Off_Flt,23,,
,F344,D4a-2,8256,Breaker D4a-2 CH2,DM 1 Blower Fan Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.23,"F344   DM 1 Blower Fan Circuit Breaker Not Ok
Device D4a-2     Wire # 8256     Breaker D4a-2 CH2",Pwr_Mon.Input.Off_Flt,24,,
,F345,D4a-1,8296,Breaker D4a-1 CH3,Spec 2 Camera Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.24,"F345   Spec 2 Camera Circuit Breaker Not Ok
Device D4a-1     Wire # 8296     Breaker D4a-1 CH3",Pwr_Mon.Input.Off_Flt,25,,
,F346,D4a-1,8306,Breaker D4a-1 CH4,Vis 2 Camera Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.25,"F346   Vis 2 Camera Circuit Breaker Not Ok
Device D4a-1     Wire # 8306     Breaker D4a-1 CH4",Pwr_Mon.Input.Off_Flt,26,,
,F347,D4a-2,8266,Breaker D4a-2 CH2,DM 2 Blower Fan Circuit Breaker Not Ok,,Pwr_Mon.Input.Off_Flt.26,"F347   DM 2 Blower Fan Circuit Breaker Not Ok
Device D4a-2     Wire # 8266     Breaker D4a-2 CH2",Pwr_Mon.Input.Off_Flt,27,,
,F348,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.27",,Pwr_Mon.Input.Off_Flt.27,"F348   Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.27",Pwr_Mon.Input.Off_Flt,28,,
,F349,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.28",,Pwr_Mon.Input.Off_Flt.28,"F349   Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.28",Pwr_Mon.Input.Off_Flt,29,,
,F350,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.29",,Pwr_Mon.Input.Off_Flt.29,"F350   Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.29",Pwr_Mon.Input.Off_Flt,30,,
,F351,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.30",,Pwr_Mon.Input.Off_Flt.30,"F351   Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.30",Pwr_Mon.Input.Off_Flt,31,,
,F352,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.31",,Pwr_Mon.Input.Off_Flt.31,"F352   Spare Fault Message
PLC Tag: Pwr_Mon.Input.Off_Flt.31",Pwr_Mon.Input.Off_Flt,32,,
,F353,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.00",,Pwr_Mon.Input.On_Flt.00,"F353   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.00",Pwr_Mon.Input.On_Flt,1,,
,F354,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.01",,Pwr_Mon.Input.On_Flt.01,"F354   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.01",Pwr_Mon.Input.On_Flt,2,,
,F355,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.02",,Pwr_Mon.Input.On_Flt.02,"F355   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.02",Pwr_Mon.Input.On_Flt,3,,
,F356,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.03",,Pwr_Mon.Input.On_Flt.03,"F356   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.03",Pwr_Mon.Input.On_Flt,4,,
,F357,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.04",,Pwr_Mon.Input.On_Flt.04,"F357   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.04",Pwr_Mon.Input.On_Flt,5,,
,F358,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.05",,Pwr_Mon.Input.On_Flt.05,"F358   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.05",Pwr_Mon.Input.On_Flt,6,,
,F359,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.06",,Pwr_Mon.Input.On_Flt.06,"F359   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.06",Pwr_Mon.Input.On_Flt,7,,
,F360,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.07",,Pwr_Mon.Input.On_Flt.07,"F360   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.07",Pwr_Mon.Input.On_Flt,8,,
,F361,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.08",,Pwr_Mon.Input.On_Flt.08,"F361   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.08",Pwr_Mon.Input.On_Flt,9,,
,F362,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.09",,Pwr_Mon.Input.On_Flt.09,"F362   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.09",Pwr_Mon.Input.On_Flt,10,,
,F363,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.10",,Pwr_Mon.Input.On_Flt.10,"F363   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.10",Pwr_Mon.Input.On_Flt,11,,
,F364,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.11",,Pwr_Mon.Input.On_Flt.11,"F364   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.11",Pwr_Mon.Input.On_Flt,12,,
,F365,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.12",,Pwr_Mon.Input.On_Flt.12,"F365   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.12",Pwr_Mon.Input.On_Flt,13,,
,F366,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.13",,Pwr_Mon.Input.On_Flt.13,"F366   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.13",Pwr_Mon.Input.On_Flt,14,,
,F367,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.14",,Pwr_Mon.Input.On_Flt.14,"F367   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.14",Pwr_Mon.Input.On_Flt,15,,
,F368,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.15",,Pwr_Mon.Input.On_Flt.15,"F368   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.15",Pwr_Mon.Input.On_Flt,16,,
,F369,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.16",,Pwr_Mon.Input.On_Flt.16,"F369   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.16",Pwr_Mon.Input.On_Flt,17,,
,F370,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.17",,Pwr_Mon.Input.On_Flt.17,"F370   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.17",Pwr_Mon.Input.On_Flt,18,,
,F371,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.18",,Pwr_Mon.Input.On_Flt.18,"F371   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.18",Pwr_Mon.Input.On_Flt,19,,
,F372,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.19",,Pwr_Mon.Input.On_Flt.19,"F372   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.19",Pwr_Mon.Input.On_Flt,20,,
,F373,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.20",,Pwr_Mon.Input.On_Flt.20,"F373   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.20",Pwr_Mon.Input.On_Flt,21,,
,F374,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.21",,Pwr_Mon.Input.On_Flt.21,"F374   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.21",Pwr_Mon.Input.On_Flt,22,,
,F375,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.22",,Pwr_Mon.Input.On_Flt.22,"F375   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.22",Pwr_Mon.Input.On_Flt,23,,
,F376,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.23",,Pwr_Mon.Input.On_Flt.23,"F376   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.23",Pwr_Mon.Input.On_Flt,24,,
,F377,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.24",,Pwr_Mon.Input.On_Flt.24,"F377   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.24",Pwr_Mon.Input.On_Flt,25,,
,F378,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.25",,Pwr_Mon.Input.On_Flt.25,"F378   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.25",Pwr_Mon.Input.On_Flt,26,,
,F379,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.26",,Pwr_Mon.Input.On_Flt.26,"F379   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.26",Pwr_Mon.Input.On_Flt,27,,
,F380,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.27",,Pwr_Mon.Input.On_Flt.27,"F380   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.27",Pwr_Mon.Input.On_Flt,28,,
,F381,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.28",,Pwr_Mon.Input.On_Flt.28,"F381   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.28",Pwr_Mon.Input.On_Flt,29,,
,F382,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.29",,Pwr_Mon.Input.On_Flt.29,"F382   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.29",Pwr_Mon.Input.On_Flt,30,,
,F383,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.30",,Pwr_Mon.Input.On_Flt.30,"F383   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.30",Pwr_Mon.Input.On_Flt,31,,
,F384,,,,"Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.31",,Pwr_Mon.Input.On_Flt.31,"F384   Spare Fault Message
PLC Tag: Pwr_Mon.Input.On_Flt.31",Pwr_Mon.Input.On_Flt,32,,
"Soter

Sorter Controls",,,,,,,,,,,,
,F385,H14-5,8357,,"Conveyor 1 Sorter
Should Not Be Retracted To Reject Position","Cylinder sensor is reporting that the cylinder is in a position that it should not be in. Check that the cylinder has moved off/away from the sensor. If so, check the sensor for damage and replace as needed.",Sorter.Input.Off_Flt.0,"F385   Conveyor 1 Sorter
Should Not Be Retracted To Reject Position
Device H14-5     Wire # 8357",Sorter.Input.Off_Flt,1,,
,F386,H14-6,8367,,"Conveyor 1 Sorter
Should Not Be Extended To Good Position","Cylinder sensor is reporting that the cylinder is in a position that it should not be in. Check that the cylinder has moved off/away from the sensor. If so, check the sensor for damage and replace as needed.",Sorter.Input.Off_Flt.1,"F386   Conveyor 1 Sorter
Should Not Be Extended To Good Position
Device H14-6     Wire # 8367",Sorter.Input.Off_Flt,2,,
,F387,H14-9,8397,,"Conveyor 2 Sorter
Should Not Be Retracted To Reject Position","Cylinder sensor is reporting that the cylinder is in a position that it should not be in. Check that the cylinder has moved off/away from the sensor. If so, check the sensor for damage and replace as needed.",Sorter.Input.Off_Flt.2,"F387   Conveyor 2 Sorter
Should Not Be Retracted To Reject Position
Device H14-9     Wire # 8397",Sorter.Input.Off_Flt,3,,
,F388,H14-10,8407,,"Conveyor 2 Sorter
Should Not Be Extended To Good Position","Cylinder sensor is reporting that the cylinder is in a position that it should not be in. Check that the cylinder has moved off/away from the sensor. If so, check the sensor for damage and replace as needed.",Sorter.Input.Off_Flt.3,"F388   Conveyor 2 Sorter
Should Not Be Extended To Good Position
Device H14-10     Wire # 8407",Sorter.Input.Off_Flt,4,,
,F389,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.4",,Sorter.Input.Off_Flt.4,"F389   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.4",Sorter.Input.Off_Flt,5,,
,F390,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.5",,Sorter.Input.Off_Flt.5,"F390   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.5",Sorter.Input.Off_Flt,6,,
,F391,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.6",,Sorter.Input.Off_Flt.6,"F391   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.6",Sorter.Input.Off_Flt,7,,
,F392,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.7",,Sorter.Input.Off_Flt.7,"F392   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.7",Sorter.Input.Off_Flt,8,,
,F393,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.8",,Sorter.Input.Off_Flt.8,"F393   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.8",Sorter.Input.Off_Flt,9,,
,F394,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.9",,Sorter.Input.Off_Flt.9,"F394   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.9",Sorter.Input.Off_Flt,10,,
,F395,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.10",,Sorter.Input.Off_Flt.10,"F395   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.10",Sorter.Input.Off_Flt,11,,
,F396,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.11",,Sorter.Input.Off_Flt.11,"F396   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.11",Sorter.Input.Off_Flt,12,,
,F397,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.12",,Sorter.Input.Off_Flt.12,"F397   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.12",Sorter.Input.Off_Flt,13,,
,F398,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.13",,Sorter.Input.Off_Flt.13,"F398   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.13",Sorter.Input.Off_Flt,14,,
,F399,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.14",,Sorter.Input.Off_Flt.14,"F399   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.14",Sorter.Input.Off_Flt,15,,
,F400,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.15",,Sorter.Input.Off_Flt.15,"F400   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.15",Sorter.Input.Off_Flt,16,,
,F401,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.16",,Sorter.Input.Off_Flt.16,"F401   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.16",Sorter.Input.Off_Flt,17,,
,F402,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.17",,Sorter.Input.Off_Flt.17,"F402   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.17",Sorter.Input.Off_Flt,18,,
,F403,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.18",,Sorter.Input.Off_Flt.18,"F403   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.18",Sorter.Input.Off_Flt,19,,
,F404,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.19",,Sorter.Input.Off_Flt.19,"F404   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.19",Sorter.Input.Off_Flt,20,,
,F405,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.20",,Sorter.Input.Off_Flt.20,"F405   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.20",Sorter.Input.Off_Flt,21,,
,F406,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.21",,Sorter.Input.Off_Flt.21,"F406   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.21",Sorter.Input.Off_Flt,22,,
,F407,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.22",,Sorter.Input.Off_Flt.22,"F407   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.22",Sorter.Input.Off_Flt,23,,
,F408,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.23",,Sorter.Input.Off_Flt.23,"F408   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.23",Sorter.Input.Off_Flt,24,,
,F409,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.24",,Sorter.Input.Off_Flt.24,"F409   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.24",Sorter.Input.Off_Flt,25,,
,F410,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.25",,Sorter.Input.Off_Flt.25,"F410   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.25",Sorter.Input.Off_Flt,26,,
,F411,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.26",,Sorter.Input.Off_Flt.26,"F411   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.26",Sorter.Input.Off_Flt,27,,
,F412,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.27",,Sorter.Input.Off_Flt.27,"F412   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.27",Sorter.Input.Off_Flt,28,,
,F413,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.28",,Sorter.Input.Off_Flt.28,"F413   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.28",Sorter.Input.Off_Flt,29,,
,F414,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.29",,Sorter.Input.Off_Flt.29,"F414   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.29",Sorter.Input.Off_Flt,30,,
,F415,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.30",,Sorter.Input.Off_Flt.30,"F415   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.30",Sorter.Input.Off_Flt,31,,
,F416,,,,"Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.31",,Sorter.Input.Off_Flt.31,"F416   Spare Fault Message
PLC Tag: Sorter.Input.Off_Flt.31",Sorter.Input.Off_Flt,32,,
,F417,H14-5,8357,,"Conveyor 1 Sorter
Should Be Retracted To Reject Position","Cylinder sensor is reporting that the cylinder is in a position that it should not be in. Check that the cylinder has moved off/away from the sensor. If so, check the sensor for damage and replace as needed.",Sorter.Input.On_Flt.0,"F417   Conveyor 1 Sorter
Should Be Retracted To Reject Position
Device H14-5     Wire # 8357",Sorter.Input.On_Flt,1,,
,F418,H14-6,8367,,"Conveyor 1 Sorter
Should Be Extended To Good Position","Cylinder sensor is reporting that the cylinder is in a position that it should not be in. Check that the cylinder has moved off/away from the sensor. If so, check the sensor for damage and replace as needed.",Sorter.Input.On_Flt.1,"F418   Conveyor 1 Sorter
Should Be Extended To Good Position
Device H14-6     Wire # 8367",Sorter.Input.On_Flt,2,,
,F419,H14-9,8397,,"Conveyor 2 Sorter
Should Be Retracted To Reject Position","Cylinder sensor is reporting that the cylinder is in a position that it should not be in. Check that the cylinder has moved off/away from the sensor. If so, check the sensor for damage and replace as needed.",Sorter.Input.On_Flt.2,"F419   Conveyor 2 Sorter
Should Be Retracted To Reject Position
Device H14-9     Wire # 8397",Sorter.Input.On_Flt,3,,
